This is the complete list of games supported by MAME 0.95 (Mar 27 2005).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Pinbo                            |  Yes  |  Yes  |  Yes  |  Yes  | pinbo    |
| Ping Pong                        |  Yes  |  Yes  |  Yes  |  Yes  | pingpong |
| Ping Pong Masters '93            |  Yes  |  Yes  |   No  |  Yes  | ppmast93 |
| Ping-Pong King                   |   No  |  Yes  |  Yes  |  Yes  | ppking   |
| Pioneer Balloon                  |  Yes  |  Yes  |  Yes  |  Yes  | pballoon |
| Pipe Dream                       |  Yes  |  Yes  |  Yes  |  Yes  | pipedrm  |
| Pipeline                         |  Yes  |  Yes  |   No  |  Yes  | pipeline |
| Pipi & Bibis / Whoopee!!         |  Yes  |  Yes  |  Yes  |  Yes  | pipibibs |
| Pirate Ship Higemaru             |  Yes  |  Yes  |  Yes  |  Yes  | higemaru |
| Pirate Treasure                  |  Yes  |  Yes  |  Yes  |  Yes  | piratetr |
| Pirates                          |  Yes  |  Yes  |  Yes  |  Yes  | pirates  |
| Pisces                           |  Yes  |  Yes  |  Yes  |  Yes  | pisces   |
| Pistol Daimyo no Bouken          |  Yes  |  Yes  |  Yes  |  Yes  | pistoldm |
| Pit & Run                        |  Yes  |  Yes  |Partial|  Yes  | pitnrun  |
| Pit Boss                         |   No  |   No  |   No  |  Yes  | pitboss  |
| Pit Fighter                      |  Yes  |  Yes  |  Yes  |  Yes  | pitfight |
| Pit, The                         |  Yes  |  Yes  |  Yes  |  Yes  | thepit   |
| Pitfall II                       |  Yes  |  Yes  |  Yes  |  Yes  | pitfall2 |
| Plasma Sword                     |  Yes  |  Yes  |Partial|  Yes  | plsmaswd |
| Play Girls                       |  Yes  |  Yes  |  Yes  |  Yes  | plgirls  |
| Play Girls 2                     |  Yes  |  Yes  |  Yes  |  Yes  | plgirls2 |
| PlayBall!                        |  Yes  |  Yes  |  Yes  |  Yes  | playball |
| Pleasure Goal / Futsal - 5 on 5 M|  Yes  |  Yes  |  Yes  |  Yes  | pgoal    |
| Pleiads                          |  Yes  | Close |  Yes  |  Yes  | pleiads  |
| Plotting                         |  Yes  |  Yes  |  Yes  |  Yes  | plotting |
| Plump Pop                        |  Yes  |  Yes  |  Yes  |  Yes  | plumppop |
| Plus Alpha                       |  Yes  |  Yes  |  Yes  |  Yes  | plusalph |
| Pnickies                         |  Yes  |  Yes  |  Yes  |  Yes  | pnickj   |
| Pocket Gal                       |  Yes  |  Yes  |  Yes  |  Yes  | pcktgal  |
| Pocket Gal Deluxe                |   No  |  Yes  |   No  |  Yes  | pktgaldx |
| Point Blank                      |  Yes  |  Yes  |   No  |  Yes  | ptblank  |
| Point Blank 2                    |  Yes  |  Yes  |   No  |  Yes  | ptblank2 |
| Poitto!                          |  Yes  |  Yes  |  Yes  |  Yes  | poitto   |
| Poker Dice                       |  Yes  |  Yes  |  Yes  |  Yes  | pokrdice |
| Poker Ladies                     |  Yes  |  Yes  |  Yes  |  Yes  | pkladies |
| Polaris                          |  Yes  |  Yes  |  Yes  |  Yes  | polaris  |
| Pole Position                    |  Yes  |  Yes  | Yes(2)|  Yes  | polepos  |
| Pole Position II                 |  Yes  |  Yes  | Yes(2)|  Yes  | polepos2 |
| Police Trainer                   |  Yes  |  Yes  |  Yes  |  Yes  | policetr |
| Pollux                           |  Yes  |  Yes  |  Yes  |  Yes  | pollux   |
| Poly-Play                        |  Yes  |  Yes  |  Yes  |  Yes  | polyplay |
| Polygonet Commanders             |   No  |  Yes  |  Yes  |  Yes  | plygonet |
| Ponpoko                          |  Yes  |  Yes  |  Yes  |  Yes  | ponpoko  |
| Pontoon                          |   No  |  Yes  |  Yes  |  Yes  | pontoon  |
| Poolshark                        |  Yes  |  Yes  |  Yes  |  Yes  | poolshrk |
| Pooyan                           |  Yes  |  Yes  |  Yes  |  Yes  | pooyan   |
| Pop 'N Pop                       |  Yes  |  Yes  |  Yes  |  Yes  | popnpop  |
| Pop 'n Bounce / Gapporin         |  Yes  |  Yes  |  Yes  |  Yes  | popbounc |
| Pop Bingo                        |  Yes  |  Yes  |  Yes  |  Yes  | popbingo |
| Pop Flamer                       |  Yes  |  Yes  |  Yes  |  Yes  | popflame |
| Popeye                           |  Yes  |  Yes  |  Yes  |  Yes  | popeye   |
| Popper                           |  Yes  | Close |  Yes  |  Yes  | popper   |
| Porky                            |  Yes  |  Yes  |   No  |  Yes  | porky    |
| Portraits                        |  Yes  |   No  |   No  |  Yes  | portrait |
| Poto Poto                        |  Yes  |  Yes  |  Yes  |  Yes  | potopoto |
| Pound for Pound                  |  Yes  |  Yes  |  Yes  |   No  | poundfor |
| Power Blade                      |  Yes  |  Yes  |  Yes  |  Yes  | pc_pwbld |
| Power Drift                      |  Yes  |  Yes  |  Yes  |  Yes  | pdrift   |
| Power Drive                      |  Yes  |  Yes  |  Yes  |  Yes  | powerdrv |
| Power Instinct                   |  Yes  |  Yes  |  Yes  |  Yes  | powerins |
| Power Instinct 2                 |  Yes  |  Yes  |  Yes  |  Yes  | pwrinst2 |
| Power Instinct 3 - Groove On Figh|  Yes  |  Yes  |Partial|  Yes  | groovef  |
| Power Play                       |  Yes  |  Yes  |  Yes  |  Yes  | powrplay |
| Power Spikes                     |  Yes  |  Yes  |  Yes  |   No  | pspikes  |
| Power Spikes II                  |  Yes  |  Yes  |  Yes  |  Yes  | pspikes2 |
| Power Surge                      |  Yes  |  Yes  |  Yes  |  Yes  | psurge   |
| Powerful Baseball '96            |  Yes  |  Yes  |Partial|  Yes  | pbball96 |
| Prebillian                       |  Yes  |  Yes  |  Yes  |  Yes  | pbillian |
| Prehistoric Isle 2               |  Yes  |  Yes  |  Yes  |  Yes  | preisle2 |
| Prehistoric Isle in 1930         |  Yes  |  Yes  |  Yes  |  Yes  | prehisle |
| Premier Soccer                   |  Yes  |  Yes  |  Yes  |  Yes  | prmrsocr |
| Pretty Soldier Sailor Moon       |  Yes  |  Yes  |  Yes  |  Yes  | sailormn |
| Primal Rage                      |   No  |  Yes  |  Yes  |  Yes  | primrage |
| Primal Rage 2                    |   No  |  Yes  |Partial|  Yes  | primrag2 |
| Prime Goal EX                    |  Yes  |  Yes  |   No  |  Yes  | primglex |
| Princess Clara Daisakusen        |  Yes  |  Yes  |Partial|  Yes  | prikura  |
| Print Club                       |   No  |  Yes  |  Yes  |  Yes  | pclubj   |
| Pro Baseball Skill Tryout        |  Yes  |  Yes  |  Yes  |  Yes  | tryout   |
| Pro Bowling                      |  Yes  |  Yes  |  Yes  |  Yes  | cprobowl |
| Pro Golf                         |  Yes  |  Yes  |  Yes  |  Yes  | cprogolf |
| Pro Mahjong Kiwame               |  Yes  |  Yes  |  Yes  |  Yes  | kiwame   |
| Pro Mahjong Kiwame S             |   No  |  Yes  |Partial|  Yes  | kiwames  |
| Pro Soccer                       |  Yes  |  Yes  |  Yes  |  Yes  | cprosocc |
| Pro Soccer                       |   No  |  Yes  |  Yes  |  Yes  | prosoccr |
| Pro Tennis                       |  Yes  |  Yes  |  Yes  |  Yes  | cptennis |
| Pro Wrestling                    |  Yes  |  Yes  |  Yes  |  Yes  | pc_pwrst |
| Professor PacMan                 |  Yes  |  Yes  |  Yes  |  Yes  | profpac  |
| Progear                          |  Yes  |  Yes  |  Yes  |  Yes  | progear  |
| Progress                         |  Yes  |  Yes  |  Yes  |  Yes  | progress |
| Progressive Music Trivia         |  Yes  |  Yes  |  Yes  |  Yes  | promutrv |
| Prop Cycle                       |  Yes  |  Yes  |   No  |  Yes  | propcycl |
| Prosport                         |   No  |  Yes  |  Yes  |  Yes  | prosport |
| Psychic 5                        |  Yes  |  Yes  |  Yes  |  Yes  | psychic5 |
| Psychic Force                    |  Yes  |  Yes  |Partial|  Yes  | psyforce |
| Psycho Soldier                   |  Yes  |  Yes  |  Yes  |   No  | psychos  |
| Psycho-Nics Oscar                |  Yes  |  Yes  |  Yes  |  Yes  | oscar    |
| PuLiRuLa                         |  Yes  |  Yes  |  Yes  |  Yes  | pulirula |
| Puchi Carat                      |  Yes  |  Yes  |  Yes  |  Yes  | puchicar |
| PuckMan                          |  Yes  |  Yes  |  Yes  |  Yes  | puckman  |
| Puckman Pockimon                 |  Yes  |  Yes  |  Yes  |  Yes  | puckpkmn |
| Pulsar                           |  Yes  |  Yes  | Yes(2)|  Yes  | pulsar   |
| Pulstar                          |  Yes  |  Yes  |  Yes  |  Yes  | pulstar  |
| Punch-Out!!                      |  Yes  |  Yes  |  Yes  |  Yes  | punchout |
| Punisher, The                    |  Yes  |  Yes  |  Yes  |  Yes  | punisher |
| Punk Shot                        |  Yes  |  Yes  |  Yes  |  Yes  | punkshot |
| Pururun                          |  Yes  |  Yes  |  Yes  |  Yes  | pururun  |
| Pushman                          |  Yes  |  Yes  |  Yes  |  Yes  | pushman  |
| Puyo Puyo                        |  Yes  |  Yes  |  Yes  |  Yes  | puyo     |
| Puyo Puyo 2                      |  Yes  |  Yes  |  Yes  |  Yes  | puyopuy2 |
| Puyo Puyo Sun                    |  Yes  |  Yes  |Partial|  Yes  | puyosun  |
| Puzz Loop                        |  Yes  |  Yes  |  Yes  |  Yes  | puzzloop |
| Puzz Loop 2                      |  Yes  |  Yes  |  Yes  |  Yes  | pzloop2j |
| Puzzle Bobble                    |  Yes  |  Yes  |  Yes  |  Yes  | pbobble  |
| Puzzle Bobble / Bust-A-Move      |  Yes  |  Yes  |  Yes  |  Yes  | pbobblen |
| Puzzle Bobble 2                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble2 |
| Puzzle Bobble 2 / Bust-A-Move Aga|  Yes  |  Yes  |  Yes  |  Yes  | pbobbl2n |
| Puzzle Bobble 3                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble3 |
| Puzzle Bobble 4                  |  Yes  |  Yes  |  Yes  |  Yes  | pbobble4 |
| Puzzle Club                      |  Yes  |  Yes  |  Yes  |  Yes  | puzlclub |
| Puzzle Club                      |  Yes  |  Yes  |  Yes  |  Yes  | pclubys  |
| Puzzle De Bowling                |  Yes  |  Yes  |  Yes  |   No  | pzlbowl  |
| Puzzle De Pon!                   |  Yes  |  Yes  |  Yes  |  Yes  | puzzledp |
| Puzzle King                      |  Yes  |  Yes  |  Yes  |  Yes  | 4in1boot |
| Puzzle Star                      |   No  |  Yes  |Partial|  Yes  | puzlstar |
| Puzzled / Joy Joy Kid            |  Yes  |  Yes  |  Yes  |  Yes  | joyjoy   |
| Puzzli                           |  Yes  |  Yes  |  Yes  |  Yes  | puzzli   |
| Puzzli 2 Super                   |   No  |  Yes  |Partial|  Yes  | puzzli2  |
| Puzznic                          |  Yes  |  Yes  |  Yes  |  Yes  | puzznic  |
| Q*bert                           |  Yes  |  Yes  | Yes(2)|  Yes  | qbert    |
| Q*bert's Qubes                   |  Yes  |  Yes  | Yes(2)|  Yes  | qbertqub |
| QB-3                             |  Yes  |  Yes  |  Yes  |  Yes  | qb3      |
| Qix                              |  Yes  |  Yes  |  Yes  |  Yes  | qix      |
| Quadro Quiz II                   |   No  |  Yes  |  Yes  |  Yes  | quaquiz2 |
| Quantum                          |  Yes  |  Yes  |  Yes  |  Yes  | quantum  |
| Quarterback                      |  Yes  |  Yes  |  Yes  |  Yes  | quarterb |
| Quartet                          |  Yes  |  Yes  |  Yes  |  Yes  | quartet  |
| Quasar                           |  Yes  |  Yes  |Partial|  Yes  | quasar   |
| Quester                          |  Yes  |  Yes  |  Yes  |  Yes  | quester  |
| Quiz & Dragons                   |  Yes  |  Yes  |  Yes  |  Yes  | qad      |
| Quiz & Variety Sukusuku Inufuku  |  Yes  |  Yes  |  Yes  |   No  | inufuku  |
| Quiz 365                         |   No  |  Yes  |  Yes  |   No  | quiz365  |
| Quiz Bisyoujo Senshi Sailor Moon |  Yes  |  Yes  |  Yes  |  Yes  | quizmoon |
| Quiz Channel Question            |  Yes  |  Yes  |Partial|   No  | quizchq  |
| Quiz Chikyu Bouei Gun            |  Yes  |  Yes  |  Yes  |  Yes  | qzchikyu |
| Quiz Crayon Shinchan             |  Yes  |  Yes  |  Yes  |  Yes  | qcrayon  |
| Quiz DNA no Hanran               |  Yes  |  Yes  |  Yes  |  Yes  | quizdna  |
| Quiz Daisousa Sen - The Last Coun|  Yes  |  Yes  |  Yes  |  Yes  | quizdais |
| Quiz Do Re Mi Fa Grand Prix      |  Yes  |  Yes  |  Yes  |  Yes  | qdrmfgp  |
| Quiz Do Re Mi Fa Grand Prix2 - Sh|  Yes  |  Yes  |  Yes  |  Yes  | qdrmfgp2 |
| Quiz F-1 1,2finish               |   No  |  Yes  |  Yes  |   No  | quizf1   |
| Quiz Gakuen Paradise             |  Yes  |  Yes  |  Yes  |  Yes  | gakupara |
| Quiz Gakumon no Susume           |  Yes  |  Yes  |  Yes  |  Yes  | qgakumon |
| Quiz Gekiretsu Scramble          |  Yes  |  Yes  |  Yes  |  Yes  | gekiretu |
| Quiz Ghost Hunter                |  Yes  |  Yes  |  Yes  |  Yes  | qgh      |
| Quiz H.Q.                        |  Yes  |  Yes  |  Yes  |  Yes  | quizhq   |
| Quiz Jinsei Gekijoh              |  Yes  |  Yes  |  Yes  |  Yes  | qjinsei  |
| Quiz King of Fighters            |  Yes  |  Yes  |  Yes  |  Yes  | quizkof  |
| Quiz Kokology                    |  Yes  |  Yes  |  Yes  |  Yes  | qzkklogy |
| Quiz Kokology 2                  |  Yes  |  Yes  |  Yes  |  Yes  | qzkklgy2 |
| Quiz Meitantei Neo & Geo - Quiz D|  Yes  |  Yes  |  Yes  |  Yes  | quizdai2 |
| Quiz Mekurumeku Story            |  Yes  |  Yes  |  Yes  |  Yes  | quizmeku |
| Quiz Nanairo Dreams: Nijiirochou |  Yes  |  Yes  |  Yes  |  Yes  | qndream  |
| Quiz Panicuru Fantasy            |  Yes  |  Yes  |  Yes  |  Yes  | quizpani |
| Quiz Quest - Hime to Yuusha no Mo|  Yes  |  Yes  |  Yes  |  Yes  | qzquest  |
| Quiz Rouka Ni Tattenasai         |  Yes  |  Yes  |  Yes  |  Yes  | qrouka   |
| Quiz Sangokushi                  |  Yes  |  Yes  |  Yes  |  Yes  | qsangoku |
| Quiz Sekai wa SHOW by shobai     |  Yes  |  Yes  |  Yes  |  Yes  | qzshowby |
| Quiz Syukudai wo Wasuremashita   |   No  |  Yes  |  Yes  |  Yes  | qsww     |
| Quiz TV Gassyuukoku Q&Q          |  Yes  |  Yes  |  Yes  |  Yes  | quiztvqq |
| Quiz Theater - 3tsu no Monogatari|  Yes  |  Yes  |Partial|  Yes  | qtheater |
| Quiz Tonosama no Yabou           |  Yes  |  Yes  |  Yes  |  Yes  | qtono1   |
| Quiz Tonosama no Yabou 2 Zenkoku-|  Yes  |  Yes  |  Yes  |  Yes  | qtono2   |
| Quiz Torimonochou                |  Yes  |  Yes  |  Yes  |  Yes  | qtorimon |
| Quiz de Idol! Hot Debut          |  Yes  |  Yes  |  Yes  |  Yes  | hotdebut |
| Quiz-Mahjong Hayaku Yatteyo!     |  Yes  |  Yes  |  Yes  |  Yes  | qmhayaku |
| Qwak                             |  Yes  |  Yes  |  Yes  |  Yes  | qwak     |
| R-Shark                          |  Yes  |  Yes  |  Yes  |  Yes  | rshark   |
| R-Type                           |  Yes  |  Yes  |  Yes  |   No  | rtype    |
| R-Type II                        |  Yes  |  Yes  |  Yes  |   No  | rtype2   |
| R-Type Leo                       |  Yes  |  Yes  |  Yes  |  Yes  | rtypeleo |
| R.C. Pro-Am                      |  Yes  |  Yes  |  Yes  |  Yes  | pc_rcpam |
| R2D Tank                         |  Yes  |  Yes  |   No  |  Yes  | r2dtank  |
| Rabbit                           |  Yes  |  Yes  |   No  |  Yes  | rabbit   |
| Rabio Lepus                      |  Yes  |  Yes  |  Yes  |  Yes  | rabiolep |
| Raccoon World                    |  Yes  |  Yes  |   No  |  Yes  | raccoon  |
| Race Drivin'                     |  Yes  |  Yes  |  Yes  |  Yes  | racedriv |
| Racin' Force                     |   No  |  Yes  |  Yes  |  Yes  | racinfrc |
| Racing Beat                      |   No  |  Yes  |  Yes  |  Yes  | racingb  |
| Racing Hero                      |  Yes  |  Yes  |  Yes  |  Yes  | rachero  |
| Racing Jam                       |   No  |  Yes  |   No  |  Yes  | racingj  |
| Rack + Roll                      |  Yes  |  Yes  |  Yes  |  Yes  | racknrol |
| Rad Mobile                       |  Yes  |  Yes  |  Yes  |  Yes  | radm     |
| Rad Racer                        |  Yes  |  Yes  |  Yes  |  Yes  | pc_radrc |
| Rad Racer II                     |  Yes  |  Yes  |  Yes  |  Yes  | pc_radr2 |
| Rad Rally                        |  Yes  |  Yes  |  Yes  |  Yes  | radr     |
| Radar Scope                      |  Yes  |  Yes  |Part(2)|  Yes  | radarscp |
| Radar Zone                       |  Yes  |  Yes  |Partial|   No  | radarzon |
| Radiant Silvergun                |   No  |  Yes  |Partial|  Yes  | rsgun    |
| Radical Radial                   |  Yes  |  Yes  |  Yes  |   No  | radrad   |
| Radikal Bikers                   |  Yes  |  Yes  |  Yes  |  Yes  | radikalb |
| Rafflesia                        |  Yes  |  Yes  |  Yes  |  Yes  | raflesia |
| Rage of the Dragons              |  Yes  |  Yes  |  Yes  |  Yes  | rotd     |
| Ragnagard / Shin-Oh-Ken          |  Yes  |  Yes  |  Yes  |  Yes  | ragnagrd |
| Raiden                           |  Yes  |  Yes  |  Yes  |  Yes  | raiden   |
| Raiden 2                         |   No  |  Yes  |   No  |  Yes  | raiden2  |
| Raiden DX                        |   No  |  Yes  |   No  |  Yes  | raidndx  |
| Raiden Fighters                  |  Yes  |  Yes  |Partial|  Yes  | rdft     |
| Raiden Fighters 2                |  Yes  |  Yes  |Partial|  Yes  | rdft2    |
| Raiden Fighters Jet              |  Yes  |  Yes  |Partial|  Yes  | rfjet    |
| Raiders                          |  Yes  |  Yes  |Partial|   No  | raiders  |
| Raiders5                         |  Yes  |  Yes  |  Yes  |  Yes  | raiders5 |
| Raiga - Strato Fighter           |  Yes  |  Yes  |  Yes  |  Yes  | stratof  |
| Rail Chase                       |  Yes  |  Yes  |  Yes  |  Yes  | rchase   |
| Raimais                          |  Yes  |  Yes  |  Yes  |  Yes  | raimais  |
| Rainbow Islands                  |  Yes  |  Yes  |  Yes  |  Yes  | rainbow  |
| Rally Bike / Dash Yarou          |  Yes  |  Yes  |  Yes  |  Yes  | rallybik |
| Rally X                          |  Yes  |  Yes  | Yes(2)|  Yes  | rallyx   |
| Rambo III                        |  Yes  |  Yes  |  Yes  |  Yes  | rambo3   |
| Rampage                          |  Yes  |  Yes  |  Yes  |  Yes  | rampage  |
| Rampage: World Tour              |  Yes  |  Yes  |  Yes  |  Yes  | rmpgwt   |
| Rampart                          |  Yes  |  Yes  |  Yes  |  Yes  | rampart  |
| Rapid Hero                       |  Yes  |  Yes  |   No  |  Yes  | raphero  |
| Rastan                           |  Yes  |  Yes  |  Yes  |  Yes  | rastan   |
| Rave Racer                       |  Yes  |  Yes  |   No  |  Yes  | raveracw |
| Ray Storm                        |  Yes  |  Yes  |Partial|  Yes  | raystorm |
| Razzmatazz                       |  Yes  |  Yes  |   No  |  Yes  | razmataz |
| Reactor                          |  Yes  |  Yes  | Yes(2)|  Yes  | reactor  |
| Real Bout Fatal Fury / Real Bout |  Yes  |  Yes  |  Yes  |  Yes  | rbff1    |
| Real Bout Fatal Fury 2 - The Newc|  Yes  |  Yes  |  Yes  |  Yes  | rbff2    |
| Real Bout Fatal Fury Special / Re|  Yes  |  Yes  |  Yes  |  Yes  | rbffspec |
| Real Ghostbusters, The           |  Yes  |  Yes  |  Yes  |  Yes  | ghostb   |
| Real Mahjong Haihai              |  Yes  |  Yes  |  Yes  |  Yes  | rmhaihai |
| Real Mahjong Haihai Jinji Idou He|  Yes  |  Yes  |  Yes  |  Yes  | rmhaijin |
| Real Mahjong Haihai Seichouhen   |  Yes  |  Yes  |  Yes  |  Yes  | rmhaisei |
| Recalhorn                        |  Yes  |  Yes  |  Yes  |  Yes  | recalh   |
| Recordbreaker                    |  Yes  |  Yes  |  Yes  |  Yes  | recordbr |
| Red Alert                        |  Yes  |   No  |Partial|  Yes  | redalert |
| Red Baron                        |  Yes  |  Yes  |  Yes  |  Yes  | redbaron |
| Red Clash                        |  Yes  |   No  |   No  |  Yes  | redclash |
| Red Robin                        |  Yes  |  Yes  |  Yes  |  Yes  | redrobin |
| Redline Racer                    |  Yes  |  Yes  |  Yes  |  Yes  | redlin2p |
| Regulus                          |  Yes  |  Yes  |  Yes  |  Yes  | regulus  |
| Reikai Doushi                    |  Yes  |  Yes  |  Yes  |  Yes  | reikaids |
| Relief Pitcher                   |  Yes  |  Yes  |  Yes  |  Yes  | relief   |
| Renegade                         |  Yes  |  Yes  |  Yes  |  Yes  | renegade |
| Renju Kizoku                     |  Yes  |  Yes  |  Yes  |  Yes  | renju    |
| Rescue                           |  Yes  |  Yes  |  Yes  |  Yes  | rescue   |
